subject.ID,Anterior_hippocampus,Posterior_hippocampus,MISC,Meninges_PHC,ERC,Br35,Br36,PHC,ColSul,OTSul,Meninges
sub-3697357_ses-NAPFU36_run-001_T1w,2031.75,1759.5,53.75,101.25,689,709.75,2440,1176.25,310.5,352,346.5
sub-3705605_ses-PREBL00_run-001_T1w,1856.75,2011.5,133.25,156,546.25,599.25,2050.75,1226,277.5,399.5,435.5
sub-3705605_ses-PREEN00_run-001_T1w,1825.75,1963.5,114,142,600.25,594.75,2191.5,1216,287.5,401.75,448.5
sub-3705605_ses-PREFU12_run-001_T1w,1864,1939,117.5,140.5,557.5,580.5,2107,1132.75,325.5,433.25,465
sub-3705605_ses-PREFU24_run-001_T1w,1823,1904.25,159,152.5,523.5,618,2026,1157.5,274.5,439,467
sub-3705605_ses-PREFU36_run-001_T1w,1859.5,1901.75,156,171.75,512.75,551.75,2030.5,1274,321.5,394.25,483.5
sub-3705605_ses-PREFU48_run-001_T1w,1745.5,1891.75,152.25,173.5,515,562.75,1899.75,1198.25,357,449.25,490.25
sub-3730353_ses-PREBL00_run-001_T1w,1788.25,1769,44.75,197.5,645.75,689.75,2790.25,1005.75,358.5,201,407
sub-3730353_ses-PREEN00_run-001_T1w,1762.5,1814,36,181.25,655.75,664.5,2706.25,999,325.5,218,397
sub-3730353_ses-PREFU12_run-001_T1w,1753.25,1762,33,191.5,622,704.25,2744.5,960.75,265,214,411.25
sub-3730353_ses-PREFU24_run-001_T1w,1721.75,1861,32.5,168.75,653.75,649.5,2689.75,1037,352.75,196.75,436.75
sub-3737955_ses-NAPBL00_run-001_T1w,1734.5,1898.75,93.75,133,540,653,2176,1056.75,287.5,302.25,351.75
sub-3737955_ses-NAPEN00_run-001_T1w,1686.5,1912,93,131.25,544.5,611,2283.25,1029.5,267.5,277,368.75
sub-3737955_ses-NAPFU03_run-001_T1w,1707.25,1893,82.75,135.25,546.75,620,2169.75,1114.25,298,297.25,353
sub-3737955_ses-NAPFU12_run-001_T1w,1675.5,1925,82,127.5,551.75,683,2246,1152.5,296.25,290.25,322.25
sub-3737955_ses-NAPFU24_run-001_T1w,1685.5,1860.25,94.75,123.75,532.25,619.75,2152.25,1044.5,304,328.25,338
sub-3737955_ses-NAPFU36_run-001_T1w,1661.5,1881.25,102.25,122.25,536,602.25,2171,986.25,282.75,285.25,370.25
sub-3756689_ses-NAPBL00_run-001_T1w,2349.25,1679.5,220,161,786.5,829,2039,1062.75,287.25,274.5,267
sub-3756689_ses-NAPEN00_run-001_T1w,2358,1741.25,251.25,171,787.25,815,2032,1089,255.5,314.5,267.5
sub-3756689_ses-NAPFU03_run-001_T1w,2373.5,1716,265.5,181,848.5,823.75,1985.25,1069.75,217.75,308.5,247.25
sub-3756689_ses-NAPFU12_run-001_T1w,2349.5,1731.75,257.5,160.25,804.25,769.75,1940.5,1093.25,271.75,326,257
sub-3756689_ses-NAPFU24_run-001_T1w,2409.75,1718,232,193.25,834.5,787.5,2027,1057.5,292.25,298.75,269.25
sub-3756689_ses-NAPFU36_run-001_T1w,2349.25,1693.25,255.75,206.5,830.5,780,1884.25,1012.75,328.5,334.25,271.75
sub-3974587_ses-NAPBL00_run-001_T1w,1863,1678.75,45.25,111.25,665.25,718.5,2137,997.5,291.5,254.75,279.5
sub-3974587_ses-NAPEN00_run-001_T1w,1855.25,1651.25,52.75,116.5,673.5,670.25,2143.25,978,300.25,243,278.25
sub-3974587_ses-NAPFU03_run-001_T1w,1834.75,1683.75,49,123.5,656.5,674.75,2110,962.75,319.75,254.5,341
sub-3974587_ses-NAPFU12_run-001_T1w,1832,1672.75,48,119.5,649.75,720.5,2124,976.5,278.5,234.75,322
sub-3974587_ses-NAPFU24_run-001_T1w,1842.75,1661.5,57,127.75,620.5,663.25,2152.75,969.75,317,200.5,321.75
sub-3974587_ses-NAPFU36_run-001_T1w,1823,1618,68.75,128,632.25,678.25,2125.75,965.5,333.25,251.5,344.25
sub-4040157_ses-PREBL00_run-001_T1w,1896.75,1580.5,391,241.5,533.75,695.5,2026.75,997.5,784.25,53.75,467
sub-4040157_ses-PREEN00_run-001_T1w,1886.5,1572.25,374.25,249,559,676.25,1941.25,977.5,757.25,52.25,481.25
sub-4040157_ses-PREFU12_run-001_T1w,1845.25,1597.5,390.75,230.25,520.5,691.75,1959,1021.5,792.75,75.5,472.5
sub-4040157_ses-PREFU24_run-001_T1w,1779.75,1539.75,395.25,236.5,508,694,1926.5,1002.25,802.75,67.75,377.5
sub-4040157_ses-PREFU36_run-001_T1w,1692.75,1486.75,391,241.5,482,644,1947,946,792.25,65.25,428.5
sub-4040157_ses-PREFU48_run-001_T1w,1651,1438.25,446.25,247,419,641,1789.25,932,829.25,71.25,441.25
sub-4052945_ses-PREBL00_run-001_T1w,1300.25,1483,6,16.25,395.75,571.25,1731.25,880.25,257,214,226.25
sub-4052945_ses-PREEN00_run-001_T1w,1321.25,1479,5,13,399.75,589,1778.25,896,228,202.5,209.5
sub-4052945_ses-PREFU12_run-001_T1w,1330.5,1484.75,3.75,12.5,394.25,568.5,1702.25,924.25,240.75,238,251.75
sub-4052945_ses-PREFU24_run-001_T1w,1295.25,1480.25,2.5,11.25,393.25,585.5,1767,872.5,241,229.25,252.25
sub-4052945_ses-PREFU36_run-001_T1w,1279.25,1459.5,6.25,15,404.5,553.75,1690,878.5,243.75,231.5,232
sub-4052945_ses-PREFU48_run-001_T1w,1277.75,1484.25,3.75,12,385.5,542,1674.25,881.75,263,216.75,284.5
sub-4067832_ses-PREBL00_run-001_T1w,1627.5,1534.25,191,217.75,612.25,668.5,2089.75,907.5,531.25,49.25,403
sub-4067832_ses-PREEN00_run-001_T1w,1663.75,1521.5,183.5,219.5,603.75,654.25,2055.25,946.75,519.5,56.75,381.5
sub-4091474_ses-PREBL00_run-001_T1w,1729.25,1825.5,90.5,170.25,601.5,565.25,1836.5,1061.25,144,321,306.75
sub-4091474_ses-PREEN00_run-001_T1w,1793.5,1834.5,81.25,148.25,584.25,554.75,1849.75,1061.75,134.25,327.25,307
sub-4091474_ses-PREFU12_run-001_T1w,1750.5,1835.75,92.25,150.5,589.25,566.25,1849.25,1063,153,354.5,320.75
sub-4101394_ses-PREBL00_run-001_T1w,1547.5,1948.25,79.75,126.75,705.5,676,2133.75,1020.75,422.5,58,343.25
sub-4101394_ses-PREEN00_run-001_T1w,1538,1975.75,77.5,118,740,693,2096.75,1071.5,353.25,49.75,300
sub-4101394_ses-PREFU12_run-001_T1w,1540.75,2004,79.25,129,697.25,675.5,2133.75,1054,411.75,55.5,353
sub-4135058_ses-NAPBL00_run-001_T1w,1956.25,2012.25,151.25,219.25,777.5,905,2775.5,1008.75,614.25,320.25,463.75
sub-4135058_ses-NAPEN00_run-001_T1w,1960.25,2011.25,123.5,217.75,822.25,899.75,2819,1051.25,582.5,274,410.5
sub-4135058_ses-NAPFU03_run-001_T1w,1946.75,2000.5,139.25,232,752.25,903,2877.75,1064.75,576.5,281.75,490.75
sub-4135058_ses-NAPFU12_run-001_T1w,1948.25,2076.5,152.75,243.25,765.25,852.75,2739.25,1108,599.25,359,486.25
sub-4135058_ses-NAPFU24_run-001_T1w,1894.25,1985.25,169.75,226.5,821.25,866.25,2671,1022,640.5,332.5,490.5
sub-4136011_ses-PREBL00_run-001_T1w,1602,1731.5,56.5,138,486.25,647.75,2061.75,987.25,179.75,372.25,480.5
sub-4136011_ses-PREEN00_run-001_T1w,1637.75,1749.75,57.25,161.25,493,630.75,2121.25,994,163.25,351.5,470.25
sub-4136011_ses-PREFU12_run-001_T1w,1591.25,1752.5,49,135.75,514,679.75,2048,960.25,154.75,394.25,434.75
sub-4136011_ses-PREFU24_run-001_T1w,1602.75,1721.25,72.75,135,501.25,644.25,2086.5,943.75,170.25,359.5,443
sub-4142611_ses-NAPBL00_run-001_T1w,1715.25,1871.25,49.5,193.25,648,615.75,2544.25,1076.25,289,217.25,368.25
sub-4142611_ses-NAPEN00_run-001_T1w,1722,1858,48.75,161.75,684.5,637.5,2509,1105.75,310.5,237.75,310
sub-4142611_ses-NAPFU03_run-001_T1w,1694,1845.75,60.5,210.25,641,608.5,2471.5,1103.25,290,226,387.75
sub-4142611_ses-NAPFU12_run-001_T1w,1695.25,1861.75,64.25,201.25,649.25,591,2489.25,1071,286.5,220.5,397.75
sub-4142611_ses-NAPFU24_run-001_T1w,1650,1811.5,68.5,214,668,578.75,2474.5,1064,325.75,222.5,396.5
sub-4169074_ses-NAPBL00_run-001_T1w,2183,1750.75,197.5,179.25,588.5,747.5,2598.5,1134.75,319.75,381,503.75
sub-4169074_ses-NAPEN00_run-001_T1w,2171.75,1717.5,205.25,208.25,615.75,739,2601.25,1129.75,325.75,406.25,496
sub-4169074_ses-NAPFU03_run-001_T1w,2133.25,1708.75,241,199.5,585,777.25,2523,1102.5,330,441,527.5
sub-4169074_ses-NAPFU12_run-001_T1w,2163,1685.75,232.75,178.75,587,782.75,2498.75,1158.5,320.25,425.25,467.5
sub-4169074_ses-NAPFU24_run-001_T1w,2130.5,1700.75,239.25,222.25,608.75,767.5,2541.75,1104.25,307,422.25,504.75
sub-4169074_ses-NAPFU36_run-001_T1w,2111.25,1696.25,250.75,184.5,598.25,782.75,2522,1131.25,338.75,417.25,548.25
sub-4200389_ses-PREBL00_run-001_T1w,1434,1689.75,89,198.25,486.5,559.75,2165,928.75,373.5,327.25,359
sub-4200389_ses-PREEN00_run-001_T1w,1355.25,1613.25,69,182,455,536,2097,920,350.25,330,337
sub-4210363_ses-PREBL00_run-001_T1w,1566.5,1837.75,126,93,607.75,563.75,1528.75,948.75,153.5,174.25,308.25
sub-4210363_ses-PREEN00_run-001_T1w,1596.75,1837.25,120,87.5,599,578,1533.5,958,113.25,179.25,304.75
sub-4210363_ses-PREFU12_run-001_T1w,1575.25,1856.75,118.75,91.5,587.25,573.75,1577.75,992,130.25,168.75,307
sub-4210363_ses-PREFU24_run-001_T1w,1540,1875,123.75,118.75,599.5,546.25,1410.5,963,149.5,179.5,359.25
sub-4210489_ses-PREBL00_run-001_T1w,1630.25,1504.75,43.5,110.5,549.75,610,1981.5,823.75,227.25,304,324.25
sub-4210489_ses-PREEN00_run-001_T1w,1610.25,1532.25,49,122.5,538.5,632,2010.5,869,242,306.75,328.75
sub-4210489_ses-PREFU12_run-001_T1w,1555.5,1456,38,122.5,526.25,636.75,1927.25,826.25,211.25,296,303
sub-4210489_ses-PREFU24_run-001_T1w,1559.25,1550.75,36.75,126.25,552,625.25,1957.5,853.5,243,315.5,353
sub-4210489_ses-PREFU36_run-001_T1w,1567.25,1508,60.25,154.25,520.75,579.5,1988.75,823.5,238.5,313,389.5
sub-4234290_ses-PREBL00_run-001_T1w,1875.75,1939.75,45.25,118.25,657.5,826.25,2477.25,1035.75,283.25,370.5,425
sub-4234290_ses-PREEN00_run-001_T1w,1881.75,2014.25,75.5,137.5,628.25,806.25,2425.5,1060,261.25,352.5,419
sub-4276824_ses-PREBL00_run-001_T1w,1746,1667.75,131.5,197.5,653.25,783,2251,1093.5,585.25,169.75,399.25
sub-4276824_ses-PREEN00_run-001_T1w,1780,1658.75,147.5,199.25,650.25,746,2267.5,1097.5,622.75,174,436.75
sub-4276824_ses-PREFU12_run-001_T1w,1719.25,1664.25,134,210,643.5,771.25,2214.25,1081.25,589.75,170.25,452.25
sub-4276824_ses-PREFU24_run-001_T1w,1752.25,1666.5,131,205.75,597.75,778,2290,1096.25,583.5,164.75,422.25
sub-4280226_ses-PREBL00_run-001_T1w,1534,1789,62.5,109.75,642.75,644,2494.75,1037.75,477.25,212,286.25
sub-4280226_ses-PREEN00_run-001_T1w,1554.75,1809.5,51,110.75,648.25,664,2503,1071.5,474.25,186.75,289.75
sub-4317780_ses-PREBL00_run-001_T1w,1531.75,1636.5,66.25,122.5,554,638.75,1834,946.75,357.75,343.5,293
sub-4317780_ses-PREEN00_run-001_T1w,1541,1652.25,48.25,122,569.5,684.25,1887.25,968,347.75,319.5,297.75
sub-4317780_ses-PREFU12_run-001_T1w,1509.5,1636.5,63.5,124.25,515.75,620.75,1896,1008,365.25,276.25,333.75
sub-4317780_ses-PREFU24_run-001_T1w,1499,1614.75,47.5,122.25,529,597,1826.5,932.25,358.5,314.75,336.25
sub-4317780_ses-PREFU36_run-001_T1w,1512.5,1563.5,55.5,137,502.75,612.25,1788.75,928,380,325.75,314
sub-4329125_ses-PREBL00_run-001_T1w,1352,1417,267.25,174.5,616,728.25,2854.75,1063.25,565,79.75,502.75
sub-4329125_ses-PREEN00_run-001_T1w,1320.75,1396.25,262.75,177.75,631.75,724.75,2902.25,1072.25,531.5,90.5,447
sub-4335638_ses-PREBL00_run-001_T1w,1743.5,1610,177.5,197.5,429.5,596.25,1991.5,840.5,479,402.5,373.5
sub-4335638_ses-PREEN00_run-001_T1w,1730.75,1606,165.75,209.5,463.5,565.75,1987.25,808,503.75,398.75,384
sub-4351499_ses-NAPBL00_run-001_T1w,1855.75,1612.25,49.5,126,687,737.5,1871.5,1086,355.25,176.25,355.5
sub-4351499_ses-NAPEN00_run-001_T1w,1895.25,1598,32.25,110.75,692.5,872.25,1951,1170.25,355,109.75,279.25
sub-4351499_ses-NAPFU03_run-001_T1w,1777,1603.25,58.5,138,668,820,1816.5,1140.75,352.75,117.75,382.5
sub-4351499_ses-NAPFU12_run-001_T1w,1880.25,1607,42,128.25,720.25,771.25,2031,1118.75,331.5,130.25,340.5
sub-4351499_ses-NAPFU36_run-001_T1w,1859.25,1631.25,40,129.25,705.25,752,1958.25,1150.5,327,148.75,355.75
sub-4360628_ses-NAPBL00_run-001_T1w,1684.75,1970.25,12,63.25,563,640.5,2076.25,926,209.75,434.25,290.5
sub-4360628_ses-NAPEN00_run-001_T1w,1665.5,1986.25,14.75,55,595.5,618.25,2048.25,927.5,228,389,282
sub-4360628_ses-NAPFU03_run-001_T1w,1645.25,1977.25,26,81,547.75,615,2015.5,911.25,255,390.75,364
sub-4360628_ses-NAPFU12_run-001_T1w,1628.75,1948.25,19.5,69.25,535.75,603.5,1971.5,876.75,245.25,431.25,349
sub-4360628_ses-NAPFU24_run-001_T1w,1619.75,1899,17.75,60.75,571.5,595.75,1974,910.5,261.75,427.75,335
sub-4360628_ses-NAPFU36_run-001_T1w,1638.25,1930,12,44.25,588,582.5,2005.25,882.75,232.25,452.25,288.25
sub-4365974_ses-NAPBL00_run-001_T1w,1786,1879,69.75,122.5,616.25,475.5,2175.25,935.25,194,417.25,284.75
sub-4365974_ses-NAPEN00_run-001_T1w,1791.5,1847.25,80.75,109.5,603.75,498.75,2215,962,207.75,416,247.5
sub-4365974_ses-PREFU12_run-001_T1w,1746,1831,70.5,117.5,601.75,531.75,2096.75,919,220.5,428.25,291
sub-4365974_ses-PREFU24_run-001_T1w,1724.75,1828.25,91,124.75,572.25,462,2064.5,938.75,191.5,415.5,315
sub-4365974_ses-PREFU36_run-001_T1w,1661,1787.75,65.5,105.25,573.25,499.75,2022.75,903,186.75,420.5,252.25
sub-4365974_ses-PREFU48_run-001_T1w,1662.5,1733.75,91.25,146,564,447.75,1988.25,894,202.25,407.25,317
sub-4396879_ses-PREBL00_run-001_T1w,2277.5,1943,257.25,179.5,637.25,687.75,2636.75,1107,744.75,40.25,435
sub-4396879_ses-PREEN00_run-001_T1w,2283.5,1945,220.75,166.75,703,706.25,2748.5,1104.75,757.75,31.5,419.25
sub-4437799_ses-NAPBL00_run-001_T1w,1393.5,1536.25,223.75,258,611.75,584,1966,1002.25,545.75,261.5,446
sub-4437799_ses-NAPEN00_run-001_T1w,1420.25,1561.25,255,263,516.75,550.25,1909.75,1050.75,604.25,275.25,473.25
sub-4437799_ses-NAPFU03_run-001_T1w,1442.5,1573.75,231.25,256.25,541.75,594.5,2008.75,1004.25,642,269.75,424.75
sub-4437799_ses-NAPFU12_run-001_T1w,1370.25,1526.25,223.5,241.75,451,667,1863,1027.5,635.75,297,365.75
sub-4437799_ses-NAPFU24_run-001_T1w,1366,1567.5,254.75,287.5,491.25,546.75,1894.25,971.5,658.75,279.5,477.5
sub-4487709_ses-NAPBL00_run-001_T1w,1975.5,1590,85.75,156.25,629.25,639.25,2348.75,902.25,276,316,366.25
sub-4487709_ses-NAPEN00_run-001_T1w,1946,1606,82,143.5,613.25,660.75,2365.25,842.75,308.25,309,366.25
sub-4487709_ses-NAPFU03_run-001_T1w,1932,1615.75,105,162,644.75,637.75,2317.25,861.75,327.5,307.25,360.75
sub-4487709_ses-NAPFU12_run-001_T1w,1926.5,1598.25,111.75,151.75,625.5,652.5,2321.75,857.75,341.75,302.25,388.5
sub-4487709_ses-NAPFU24_run-001_T1w,1902,1611.75,82,160,628.5,649.75,2259.25,883.75,304.75,296.5,373.25
sub-4487709_ses-NAPFU36_run-001_T1w,1890.75,1586,90.5,148.25,610.5,653,2353,893,313.5,303.25,368.25
sub-4498598_ses-NAPBL00_run-001_T1w,1993.5,1663.25,173.75,183.5,739.75,909.5,2238.75,1077.5,594.5,96.25,467.25
sub-4498598_ses-NAPEN00_run-001_T1w,2027.75,1678.75,188.75,171.5,724.25,930,2198.5,1071.25,650.75,132.25,472
sub-4498598_ses-NAPFU03_run-001_T1w,2033.25,1684,159,180.25,726.5,916.75,2290.75,1103,614,108.5,489.75
sub-4498598_ses-NAPFU12_run-001_T1w,1997.75,1654.25,169.5,174,733.75,918.75,2105.5,1029.75,684.75,146,473.5
sub-4498598_ses-NAPFU24_run-001_T1w,2019.25,1622.75,183,168.5,687.5,913.75,2142.75,1062.75,683.25,158.25,463.25
sub-4498598_ses-NAPFU36_run-001_T1w,1980.5,1646.25,174.5,176.25,721.5,856.75,2143,1033.5,695.75,149.5,468.5
sub-4498598_ses-NAPFU48_run-001_T1w,1965,1623.5,176.25,193.75,711.5,883.5,2084.5,994.5,694.75,154.25,486
sub-4532706_ses-PREBL00_run-001_T1w,1487.5,1422,141.5,132,680,644.5,1932.5,1103.5,366.75,136.75,282.75
sub-4532706_ses-PREEN00_run-001_T1w,1544.25,1459,162.75,141.5,648.5,646,2012.25,1064.75,408.5,183.75,316
sub-4532706_ses-PREFU12_run-001_T1w,1515,1445,161.5,174.75,590.75,619.25,2009.25,988.5,430,186.5,356
sub-4532706_ses-PREFU24_run-001_T1w,1496.75,1444.25,173.25,187,642,629.5,1958.75,1015.25,421.5,174.75,373
sub-4538817_ses-NAPBL00_run-001_T1w,2119,1599.75,178.5,192.25,712.5,879,1751,893,377.75,211,394.75
sub-4538817_ses-NAPEN00_run-001_T1w,2108.75,1572,182.5,197.75,728.5,862,1809.25,872,351.5,218.75,342.5
sub-4538817_ses-NAPFU03_run-001_T1w,2048,1514.25,190.75,159.75,665.5,823,1689.25,876.25,348.5,239.75,324.75
sub-4538817_ses-NAPFU12_run-001_T1w,2060.5,1629.25,165.25,189.25,647.5,801,1730,894.25,382,199,382
sub-4538817_ses-NAPFU24_run-001_T1w,2067.5,1558.5,176.5,168.25,700.5,840.75,1775.25,894.75,407.25,229.75,340.5
sub-4538817_ses-NAPFU36_run-001_T1w,1993.5,1505,194.5,192.5,598.5,750.5,1688.25,866.25,400.25,222,342.5
sub-4541749_ses-NAPBL00_run-001_T1w,1651,1361.5,133.75,169.75,662,745.5,1603,1053.75,653.5,226.75,287.5
sub-4541749_ses-NAPEN00_run-001_T1w,1676.5,1410.5,162,188.25,583,706.25,1601,1041.75,671,272.5,349.75
sub-4541749_ses-NAPFU03_run-001_T1w,1685.25,1373,168.75,159.25,552.75,687.5,1551,1034.25,657,279.25,339.5
sub-4541749_ses-NAPFU12_run-001_T1w,1624,1390.25,176.25,179.75,549.25,678,1511.5,1036.25,683,281.5,383.5
sub-4541749_ses-NAPFU24_run-001_T1w,1568.5,1320.5,172.25,192.75,543,684.75,1475.75,1022.25,684.75,310,363.25
sub-4541749_ses-NAPFU36_run-001_T1w,1551.5,1281.5,153.5,168.5,512,681.25,1478.5,998,729.25,291.25,383.25
sub-4541749_ses-NAPFU48_run-001_T1w,1509.25,1321.75,224,234.25,462,624,1512,972,749,318.5,448
sub-4604101_ses-PREBL00_run-001_T1w,1817.75,1771.25,135.5,236,712,752,1879,1337,475.5,320.25,447.25
sub-4604101_ses-PREEN00_run-001_T1w,1787,1773.25,157.25,236.5,716.25,748.5,1906.25,1267,453,329,505.25
sub-4605660_ses-NAPBL00_run-001_T1w,1584.25,1593,63.5,135.5,529.5,502.75,2052.25,873.75,184.5,245,296.5
sub-4605660_ses-NAPEN00_run-001_T1w,1613.75,1631.75,56.5,153.25,506,521.75,2080.5,877.75,158,229.25,297.25
sub-4605660_ses-NAPFU03_run-001_T1w,1631,1612,65.5,132.25,530.75,512,2186,891.5,162.75,231,286.5
sub-4605660_ses-NAPFU12_run-001_T1w,1627.25,1624.5,62.25,144,527.25,494.25,2036.75,913.25,162,235,323.5
sub-4605660_ses-NAPFU24_run-001_T1w,1592.75,1615.25,65.25,159.25,520.75,506.75,2072.25,895.75,140,242,320.75
sub-4605660_ses-NAPFU36_run-001_T1w,1617,1604,67.5,151.5,517.5,487.75,2038.25,863.25,173.75,238,327
sub-4628515_ses-NAPBL00_run-001_T1w,1187.75,1558.25,140.25,258.75,530.5,481.25,1986,654.5,277.25,247.75,442.5
sub-4628515_ses-NAPEN00_run-001_T1w,1193,1596.75,132.25,243.75,534.5,464,1997,704.25,269,216.75,464.5
sub-4628515_ses-NAPFU03_run-001_T1w,1192.5,1609,121,263.75,521,473.25,1996.75,675,293.25,217.75,472.5
sub-4628515_ses-NAPFU12_run-001_T1w,1197,1590,138.75,253.25,524.5,448.5,1930,671.75,317.5,246,444.5
sub-4628515_ses-NAPFU24_run-001_T1w,1214.25,1561.75,130.25,285.5,504,452.75,1866.25,677.5,354.5,274,520.5
sub-4628515_ses-NAPFU36_run-001_T1w,1193.5,1554,154.5,271.25,486.5,439.75,1772.5,643.5,350,271.75,516.5
sub-4652225_ses-PREBL00_run-001_T1w,1772.75,1930,25.75,66.25,629.5,787.25,2610.25,1251.25,242.5,373.75,309.25
sub-4652225_ses-PREEN00_run-001_T1w,1752.25,1932.75,19,68.25,614.25,800.25,2650,1286.5,247.75,429,309
sub-4652225_ses-PREFU12_run-001_T1w,1771,1945.75,33.25,70.75,634,778.75,2672.5,1265.75,223.75,344,293
sub-4676902_ses-NAPBL00_run-001_T1w,1834,1587.5,224.75,254,667.25,646.75,2505.25,959.25,611,584,531.75
sub-4676902_ses-NAPEN00_run-001_T1w,1808.5,1609.75,214.5,254,687,657.5,2469.5,954.5,581.25,600.25,503
sub-4676902_ses-NAPFU03_run-001_T1w,1779.5,1610,241.25,256.25,685.75,614,2399.75,945.25,615.25,576.75,519.25
sub-4676902_ses-NAPFU12_run-001_T1w,1769.75,1611.5,243.25,260,659.5,653.5,2418,928.75,582,597.25,561
sub-4676902_ses-NAPFU24_run-001_T1w,1769,1564.25,246.75,269.75,631,629.5,2369.25,884.25,576.5,633.5,555.25
sub-4676902_ses-NAPFU36_run-001_T1w,1801,1554.25,243.75,247.75,665.75,627.5,2399,899.25,594,631.5,566.25
sub-4676902_ses-NAPFU48_run-001_T1w,1788,1563.5,233,262,612.75,638.5,2329.25,890.5,615.75,632,564.5
sub-4696223_ses-NAPBL00_run-001_T1w,1394.75,1661.25,66.5,273.25,566.75,738,1912.25,944.25,261.5,140,410.5
sub-4696223_ses-NAPEN00_run-001_T1w,1391,1630.75,83,261.5,573.25,730.75,1880.75,916.25,307.75,154.75,374.5
sub-4696223_ses-NAPFU03_run-001_T1w,1363,1631.75,69,251.75,559.5,765.75,1942.75,946.5,246,132.5,351.25
sub-4696223_ses-NAPFU12_run-001_T1w,1414.5,1655,67.25,254.25,600,758.5,2010.25,933,271.25,89.75,368.75
sub-4696223_ses-NAPFU24_run-001_T1w,1383,1644.75,99.75,290.75,591.75,785.75,2026.5,939.25,278.25,127.5,375
sub-4715777_ses-NAPBL00_run-001_T1w,1434.25,1722.75,120.25,224.75,516,588.25,1956,901.25,383.25,289.75,469.25
sub-4715777_ses-NAPEN00_run-001_T1w,1410.75,1708.75,137.75,220.5,493,576.75,1975.5,865,358.75,314,468.75
sub-4715777_ses-NAPFU03_run-001_T1w,1434.5,1737.75,122,232.5,517,599.5,1959.5,887.5,370.5,318.75,497
sub-4715777_ses-NAPFU12_run-001_T1w,1431,1635,90.25,231.75,514,581.5,1900.5,886.25,386.75,343.25,512.5
sub-4715777_ses-NAPFU24_run-001_T1w,1419.25,1669.5,116,229.75,510,663,1990.25,855.25,388.25,363.5,491.5
sub-4715777_ses-NAPFU36_run-001_T1w,1404.75,1660.25,154.5,210,504.5,579,1972.5,878.25,401.75,331.5,474.5
sub-4718998_ses-NAPBL00_run-001_T1w,1572,1525,147,166.5,509,523,1793.25,835.25,339,331.5,342.25
sub-4718998_ses-NAPEN00_run-001_T1w,1585.75,1536.25,118.75,168.5,471,523,1772.75,848,338.5,351.25,327.5
sub-4718998_ses-NAPFU03_run-001_T1w,1553.75,1474.75,137.25,167.5,460.25,519,1724.25,805.75,346.25,364.5,335.5
sub-4718998_ses-NAPFU24_run-001_T1w,1505.5,1407,130.75,185,430.25,521.75,1758.5,804,350,366,344.5
sub-4718998_ses-NAPFU36_run-001_T1w,1456.25,1365,128,186.25,465.5,516.75,1651.25,785.75,348,375.75,336.75
sub-4718998_ses-NAPFU48_run-001_T1w,1454.5,1400.5,130.75,177.75,431.25,509.25,1732.75,789,380.25,380.75,321.5
sub-4773593_ses-PREBL00_run-001_T1w,1845.25,1738,37.5,162,530.75,676.5,2560.75,1101.5,369,289,358.25
sub-4773593_ses-PREEN00_run-001_T1w,1805.5,1786.25,49.5,139.5,604.75,712.5,2644,1064.75,345.75,298.5,297.25
sub-4773593_ses-PREFU12_run-001_T1w,1846.75,1756,65.25,153.5,553,628,2446.75,1011.5,417.25,291.5,380
sub-4773593_ses-PREFU24_run-001_T1w,1828.25,1650.25,35.75,131.75,487.5,698.25,2433.5,1062.5,330.25,266,319
sub-4806541_ses-NAPBL00_run-001_T1w,2336.75,2136.25,229.25,164.5,759.75,860.5,2593.75,1167.25,786,82.75,370.5
sub-4806541_ses-NAPEN00_run-001_T1w,2316.5,2149.25,194.5,157.5,711.25,848.25,2653.5,1163,743.75,84.75,392.75
sub-4806541_ses-NAPFU03_run-001_T1w,2331.5,2173,258,164.75,756,830.25,2630.25,1155.25,762.25,75.25,344.25
sub-4806541_ses-NAPFU12_run-001_T1w,2331.75,2139.75,208.5,166.25,737.25,860.25,2604,1151.25,773.5,79.25,350.5
sub-4806541_ses-NAPFU24_run-001_T1w,2351.5,2143,227.75,160.5,744,835,2587.75,1162.75,830.25,90.25,384.25
sub-4806541_ses-NAPFU36_run-001_T1w,2325.5,2109.5,227.75,167.75,746.75,822.5,2554.75,1105.25,796.25,111,426.75
sub-4814589_ses-PREBL00_run-001_T1w,1625.5,1657.75,95.25,185.25,560.5,696.75,1888.25,1036.5,187.25,150.5,243.5
sub-4814589_ses-PREEN00_run-001_T1w,1614.5,1656,104.5,198,546.25,752,1848.75,1015.5,172,162.25,278.25
sub-4847131_ses-NAPBL00_run-001_T1w,1735.75,1527.25,133.25,191.75,552,664,2715.5,832,293.5,420.75,330.5
sub-4847131_ses-NAPEN00_run-001_T1w,1732.25,1512.5,137.5,184.5,560.25,680.25,2764.75,831.75,275.25,451,353.75
sub-4847131_ses-NAPFU03_run-001_T1w,1756.5,1476.25,167.75,176.25,575.75,677.25,2723,818.75,289.25,420,355
sub-4847131_ses-NAPFU12_run-001_T1w,1639.5,1453.75,106.25,197,607.25,709,2684.5,837.5,242.25,403.5,300.25
sub-4847131_ses-NAPFU36_run-001_T1w,1742.5,1536.5,145.5,186,592.25,702,2710,826,297.5,432.75,308.75
